CO,2004,2,325.68
CO,2004,3,330.20
CO,2004,4,333.39
CO,2005,1,336.92
CO,2005,2,341.85
CO,2005,3,347.21
CO,2005,4,350.62
CO,2006,1,351.65
CO,2006,2,353.51
CO,2006,3,355.03
CO,2006,4,358.39
CO,2007,1,359.24
CO,2007,2,360.22
CO,2007,3,357.89
CO,2007,4,358.81
CO,2008,1,360.71
CO,2008,2,358.54
CO,2008,3,351.48
CO,2008,4,352.53
CO,2009,1,359.06
CO,2009,2,353.21
CO,2009,3,344.86
CO,2009,4,343.94
CO,2010,1,340.05
CO,2010,2,336.09
CO,2010,3,340.33
CO,2010,4,338.81
CO,2011,1,330.26
CO,2011,2,324.41
CO,2011,3,327.70
CO,2011,4,330.65
CO,2012,1,328.88
CO,2012,2,329.71
CO,2012,3,335.14
CO,2012,4,338.17
CO,2013,1,342.33
CO,2013,2,349.31
CO,2013,3,357.78
CO,2013,4,360.84
CO,2014,1,365.87
CO,2014,2,378.45
CO,2014,3,386.81
CO,2014,4,392.54
CO,2015,1,400.07
CO,2015,2,416.65
CO,2015,3,431.62
CO,2015,4,437.62
CO,2016,1,445.47
CO,2016,2,461.14
CO,2016,3,473.65
CO,2016,4,480.48
CO,2017,1,488.67
CO,2017,2,505.73
CO,2017,3,513.84
CO,2017,4,520.94
CO,2018,1,534.83
CO,2018,2,548.53
CO,2018,3,556.92
CO,2018,4,558.54
CO,2019,1,566.20
CO,2019,2,575.12
CO,2019,3,580.42
CO,2019,4,585.25
CO,2020,1,591.61
CO,2020,2,598.60
CO,2020,3,607.99
CO,2020,4,620.47
CO,2021,1,637.11
